angDist,id,RA_ICRS,DE_ICRS,rest,b_rest,B_rest,rlen,ResFlag,ModFlag,angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,KIC,Per,BJD0,Morph,SC,LC,T3,Simbad,_RA,_DE
3.875613,2128112074189088640,294.21847452422,46.18019607159,1113.908196636450000,1024.904919442880000,1219.446132956780000,1145.526160942080,1,1,0.500203,294.2169205020779,46.1801611856917,0.002,0.002,90,2128112078480072704,294.21690583483,0.0587,46.18010593853,0.0618,0.5171,0.0732,-2.359,0.138,-12.832,0.124,0,5554.02,4.41506,16.326847,2928.26,26.9516,16.684866,5111.11,62.0354,15.490633,1.194233,,,0,4964.7,,,1.29,0.913,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
0.186445,2128112078486764160,294.21654457293,46.18024426591,1675.428849373550000,1145.091014511710000,2853.430525163250000,1145.340089918830,1,1,0.522826,294.2165588453236,46.1802951047704,0.005,0.005,90,2128112078486764160,294.21654457293,0.1464,46.18024426591,0.197,0.6136,0.2254,-2.295,0.348,-11.808,0.309,0,983.282,17.0286,18.20667,,,,,,,,,,0,,,,,,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
1.100831,2128112078480072704,294.21690583483,46.18010593853,1844.112432067910000,1615.144332424130000,2145.350317366790000,1145.383755800380,1,1,0.522826,294.2165588453236,46.1802951047704,0.005,0.005,90,2128112078486764160,294.21654457293,0.1464,46.18024426591,0.197,0.6136,0.2254,-2.295,0.348,-11.808,0.309,0,983.282,17.0286,18.20667,,,,,,,,,,0,,,,,,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
1.949476,2128112078480070912,294.21631714539,46.17978009161,4137.577697866440000,2620.199961340900000,6413.862724050550000,1145.350283845480,1,1,0.522826,294.2165588453236,46.1802951047704,0.005,0.005,90,2128112078486764160,294.21654457293,0.1464,46.18024426591,0.197,0.6136,0.2254,-2.295,0.348,-11.808,0.309,0,983.282,17.0286,18.20667,,,,,,,,,,0,,,,,,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
4.788333,2128112074189088640,294.21847452422,46.18019607159,1113.908196636450000,1024.904919442880000,1219.446132956780000,1145.526160942080,1,1,0.522826,294.2165588453236,46.1802951047704,0.005,0.005,90,2128112078486764160,294.21654457293,0.1464,46.18024426591,0.197,0.6136,0.2254,-2.295,0.348,-11.808,0.309,0,983.282,17.0286,18.20667,,,,,,,,,,0,,,,,,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
0.057864,2128112078480070912,294.21631714539,46.17978009161,4137.577697866440000,2620.199961340900000,6413.862724050550000,1145.350283845480,1,1,1.850509,294.2163279068373,46.1797943335044,0.016,0.016,0,2128112078480070912,294.21631714539,0.4074,46.17978009161,0.4155,-1.5616,0.5157,-1.731,1.011,-3.308,1.052,0,227.815,1.65416,19.79441,,,,,,,,,,0,,,,,,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
1.707420,2128112078486764160,294.21654457293,46.18024426591,1675.428849373550000,1145.091014511710000,2853.430525163250000,1145.340089918830,1,1,1.850509,294.2163279068373,46.1797943335044,0.016,0.016,0,2128112078480070912,294.21631714539,0.4074,46.17978009161,0.4155,-1.5616,0.5157,-1.731,1.011,-3.308,1.052,0,227.815,1.65416,19.79441,,,,,,,,,,0,,,,,,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
1.825813,2128112078480072704,294.21690583483,46.18010593853,1844.112432067910000,1615.144332424130000,2145.350317366790000,1145.383755800380,1,1,1.850509,294.2163279068373,46.1797943335044,0.016,0.016,0,2128112078480070912,294.21631714539,0.4074,46.17978009161,0.4155,-1.5616,0.5157,-1.731,1.011,-3.308,1.052,0,227.815,1.65416,19.79441,,,,,,,,,,0,,,,,,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
0.201597,2128112074189088640,294.21847452422,46.18019607159,1113.908196636450000,1024.904919442880000,1219.446132956780000,1145.526160942080,1,1,4.279788,294.2184564871227,46.1802506605067,0.002,0.002,90,2128112074189088640,294.21847452422,0.0612,46.18019607159,0.0627,0.8754,0.076,2.901,0.142,-12.679,0.125,0,3189.5,2.71957,16.92906,1394.4,11.8815,17.490416,2649.0,9.75562,16.204216,1.2862,,,0,4834.36,0.036,0.019,0.62,0.189,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
3.900133,2128112078480072704,294.21690583483,46.18010593853,1844.112432067910000,1615.144332424130000,2145.350317366790000,1145.383755800380,1,1,4.279788,294.2184564871227,46.1802506605067,0.002,0.002,90,2128112074189088640,294.21847452422,0.0612,46.18019607159,0.0627,0.8754,0.076,2.901,0.142,-12.679,0.125,0,3189.5,2.71957,16.92906,1394.4,11.8815,17.490416,2649.0,9.75562,16.204216,1.2862,,,0,4834.36,0.036,0.019,0.62,0.189,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
4.765714,2128112078486764160,294.21654457293,46.18024426591,1675.428849373550000,1145.091014511710000,2853.430525163250000,1145.340089918830,1,1,4.279788,294.2184564871227,46.1802506605067,0.002,0.002,90,2128112074189088640,294.21847452422,0.0612,46.18019607159,0.0627,0.8754,0.076,2.901,0.142,-12.679,0.125,0,3189.5,2.71957,16.92906,1394.4,11.8815,17.490416,2649.0,9.75562,16.204216,1.2862,,,0,4834.36,0.036,0.019,0.62,0.189,294.21674,46.1802219,9532219,0.1981551,55001.945386,0.77,false,LC,0,Simbad,294.21674,46.18022
0.101691,2077531378213755264,294.09550804549,42.16154073469,1091.327097456530000,1063.836530299560000,1120.248866284520000,1493.829084925310,1,1,0.026068,294.0955254197218,42.1615658755133,0.001,0.001,0,2077531378213755264,294.09550804549,0.0185,42.16154073469,0.024,0.8881,0.0235,-2.991,0.04,-5.839,0.046,0,289362.0,79.5345,12.034761,172216.0,196.068,12.261204,171955.0,112.256,11.673384,0.58782,11.91,3.57,12,6944.0,0.464,0.251,2.61,14.229,294.09552,42.1615719,6699679,0.2012033,54953.612834,1.0,false,LC,1,Simbad,294.09552,42.16157
0.124904,2053639235362471424,292.49865056459,41.62912615650,1584.225981270220000,1523.265033351240000,1650.167429579570000,1293.081383489140,1,1,0.04587,292.49867521813,41.6291555538921,0.001,0.001,0,2053639235362471424,292.49865056459,0.0195,41.6291261565,0.0263,0.603,0.0251,-4.28,0.041,-6.828,0.049,0,166351.0,42.2317,12.635805,99021.1,118.181,12.862068,100893.0,89.2314,12.252269,0.609799,,,0,6939.0,,,2.91,17.742,292.49869,41.6291619,6287172,0.2038732,54953.651911,0.95,false,LC,1,Simbad,292.49869,41.62916
0.084042,2087264912277262208,297.03041780249,50.05571268932,3216.650460452620000,3060.513374655780000,3389.154640189580000,1141.578988840640,1,1,0.042671,297.0304426495634,50.0557297333727,0.0,0.0,90,2087264912277262208,297.03041780249,0.0137,50.05571268932,0.0155,0.2812,0.0155,-3.705,0.031,-3.959,0.031,0,61215.4,40.2664,13.721214,36079.1,112.181,13.958248,37440.4,89.4304,13.328568,0.62968,,,0,6834.0,,,3.91,29.97,297.03043,50.0557211,11825204,0.2096356,54964.746093,0.98,false,LC,1,Simbad,297.03043,50.05572
0.192835,2053073674069021824,291.20361331807,40.07931899575,5120.182795511790000,3488.642074900230000,7536.301806966910000,1215.644488382100,1,1,0.072541,291.2036196229495,40.0793723432797,0.006,0.006,0,2053073674069021824,291.20361331807,0.1744,40.07931899575,0.1711,-0.3101,0.2051,-1.12,0.369,-12.39,0.376,0,15421.0,19.3853,15.218083,6764.82,22.8147,15.775747,12672.9,33.9048,14.504732,1.271015,,,0,4904.71,,,,,291.20361,40.0793911,4921906,0.2137324,54964.617446,0.96,false,LC,1,Simbad,291.20361,40.07939
4.940567,2053073669769438080,291.20476371441,40.08042927452,691.513502643463000,517.817757716271000,1037.109236626140000,1215.737755448780,1,1,0.072541,291.2036196229495,40.0793723432797,0.006,0.006,0,2053073674069021824,291.20361331807,0.1744,40.07931899575,0.1711,-0.3101,0.2051,-1.12,0.369,-12.39,0.376,0,15421.0,19.3853,15.218083,6764.82,22.8147,15.775747,12672.9,33.9048,14.504732,1.271015,,,0,4904.71,,,,,291.20361,40.0793911,4921906,0.2137324,54964.617446,0.96,false,LC,1,Simbad,291.20361,40.07939
0.089924,2053073669769438080,291.20476371441,40.08042927452,691.513502643463000,517.817757716271000,1037.109236626140000,1215.737755448780,1,1,4.865447,291.204776172488,40.0804061858102,0.011,0.009,0,2053073669769438080,291.20476371441,0.2722,40.08042927452,0.334,1.5448,0.3592,-2.214,0.581,5.363,0.702,0,337.432,1.26139,19.367899,96.1113,7.92105,20.394453,429.224,7.95471,18.18021,2.214243,,,0,,,,,,291.20361,40.0793911,4921906,0.2137324,54964.617446,0.96,false,LC,1,Simbad,291.20361,40.07939
0.028652,2073906430127699712,298.18541016758,41.73396515499,2551.227156500610000,2130.879542445580000,3167.564038286170000,2053.781488808260,1,1,0.155105,298.1854102521657,41.7339731135618,0.002,0.002,0,2073906430127699712,298.18541016758,0.0538,41.73396515499,0.0685,0.3724,0.07,-0.015,0.115,-1.848,0.129,0,3241.88,11.0914,16.911373,2565.6,27.3579,16.828415,1381.25,19.3793,16.91124,-0.082825,,,0,9045.0,,,,,298.18536,41.7339519,6387887,0.2169003,54999.968602,0.58,false,LC,0,Simbad,298.18536,41.73395
0.185434,2106046284567157376,287.36788453126,44.27316195642,871.038837759555000,857.891816891408000,884.587573012796000,849.362801709349,1,1,0.035433,287.3678592239077,44.2732101731703,0.001,0.0,0,2106046284567157376,287.36788453126,0.0147,44.27316195642,0.0171,1.1193,0.0175,4.209,0.032,-11.199,0.037,0,30653.0,7.804,14.472182,15722.5,31.3933,14.860087,21632.2,21.9146,13.924167,0.935921,,,0,5705.06,0.425,0.1995,1.01,0.971,287.36786,44.27322,8288741,0.2197664,55000.119225,0.64,false,LC,0,Simbad,287.36786,44.27322
0.026220,2132960065768816000,287.68709461078,50.53777150058,768.826845950366000,749.032111284318000,789.675933941404000,803.194763465425,1,1,0.100416,287.6871032516548,50.5377667167523,0.001,0.001,0,2132960065768816000,287.68709461078,0.0289,50.53777150058,0.0369,1.2726,0.0341,-1.276,0.062,1.111,0.082,0,8755.9,16.3377,15.832614,2968.29,24.4932,16.67012,8538.14,47.0593,14.933512,1.736609,,,0,4222.0,,,1.04,0.312,287.6871,50.5377389,12055255,0.2209394,54964.525184,0.9,false,LC,1,Simbad,287.6871,50.53774
0.210026,2119765376479083264,282.00042013165,48.54225601214,225.181326596021000,223.739960697140000,226.641048745786000,795.951063339365,1,1,0.101118,282.0003522811502,48.5422187874986,0.001,0.001,0,2119765376479083264,282.00042013165,0.0231,48.54225601214,0.0298,4.4122,0.0284,10.433,0.051,8.646,0.058,0,3893520.0,1133.56,9.212509,2557150.0,3077.08,9.331998,1954190.0,3299.92,9.034502,0.297496,,,0,7800.0,0.3228,0.1733,1.55,8.049,282.00031,48.5422211,11013201,0.2273937,55001.990706,0.98,true,LC,0,Simbad,282.00031,48.54222
0.253456,2079608531771462400,295.60342527024,43.92561148170,441.430043949803000,401.882931680386000,489.465387868400000,1512.191666663420,1,1,0.390372,295.6033749240138,43.9255511335723,0.005,0.005,90,2079608531771462400,295.60342527024,0.1414,43.9256114817,0.2066,2.2705,0.2127,8.422,0.328,14.016,0.318,0,11980.9,194.244,15.492145,7311.26,207.249,15.691407,16337.3,379.528,14.228972,1.462435,,,0,5143.45,,,,,295.60327,43.9256289,8108785,0.2288269,54964.6407,0.76,false,LC,1,Simbad,295.60327,43.92563
1.069174,2079608531778268928,295.60315989663,43.92580454945,601.061758227554000,581.467456276818000,621.997257542097000,1512.134255995780,1,1,0.390372,295.6033749240138,43.9255511335723,0.005,0.005,90,2079608531771462400,295.60342527024,0.1414,43.9256114817,0.2066,2.2705,0.2127,8.422,0.328,14.016,0.318,0,11980.9,194.244,15.492145,7311.26,207.249,15.691407,16337.3,379.528,14.228972,1.462435,,,0,5143.45,,,,,295.60327,43.9256289,8108785,0.2288269,54964.6407,0.76,false,LC,1,Simbad,295.60327,43.92563
3.945552,2079608531778267776,295.60199385312,43.92509098029,2702.599770247420000,1785.554906877360000,4665.142699009310000,1512.062258166610,1,1,0.390372,295.6033749240138,43.9255511335723,0.005,0.005,90,2079608531771462400,295.60342527024,0.1414,43.9256114817,0.2066,2.2705,0.2127,8.422,0.328,14.016,0.318,0,11980.9,194.244,15.492145,7311.26,207.249,15.691407,16337.3,379.528,14.228972,1.462435,,,0,5143.45,,,,,295.60327,43.9256289,8108785,0.2288269,54964.6407,0.76,false,LC,1,Simbad,295.60327,43.92563
