,source_id,bp_rp,phot_g_mean_mag,parallax,teff_val,lum_val
2333,3.15305451842642e+18,0.71183205,10.809479,2.9200605484731805,6166.3667,4.0766835
2334,3.1543517016310185e+18,0.670804,10.524097,2.671046792928932,6264.0,6.323989
2335,2.2853656402355223e+18,0.7696675999999999,10.936462,4.173704271557304,5886.0,1.7931968999999996
2336,2.2854889873992694e+18,1.5734911,13.238525,2.8326210171340174,4241.1133,0.68010527
2337,2.299096272724205e+18,0.84365654,9.365591,6.883796357892331,5697.3335,2.8331344
2338,2.2825090746677827e+18,0.7466955,10.422933,3.0523899994319668,5909.967,5.3741016
2339,2.2865695367483564e+18,0.5188446,8.525402,5.816579378261326,6776.685,8.387336
2340,2.0175586539153103e+18,1.0290794,12.009957,2.5744884740512988,5110.62,1.9051399
2341,9.924354516833843e+17,0.60375834,7.1325816999999985,12.778451862382314,6471.0,6.265567
2342,1.7073992098368666e+18,0.091236115,4.2148933,9.673297947960547,8733.0,
2343,5.756915515781121e+18,2.3628845000000003,13.730843,8.755668943696751,3461.0,0.076384425
2344,4.0131579346114514e+18,0.71233654,9.4319,6.530687843378298,6006.9,2.912875
2345,5.172091495783932e+18,1.5722866000000002,11.971553,8.090404453485455,4286.6665,0.26155788
2346,2.1206644333924367e+18,0.65216255,11.005838,2.1430047625778976,6427.953,6.2907147000000005
2347,2.1199745199083364e+18,0.8642683000000001,11.958695,2.567857330595765,5677.6665,1.8713819
2348,2.1463552784897848e+18,-0.053875446,5.8683114000000005,2.805213691788488,9450.0,
2349,2.143847082010882e+18,0.5294274999999999,7.123061,5.130524976980271,7003.3667,39.34379000000001
2350,6.217495336024388e+18,0.7578315999999999,9.329124,9.913977135013267,5954.0176,1.3924048
2351,6.21749554218282e+18,0.62986803,8.106743,9.916447983327618,6386.733,4.2446165
2352,5.435578122966028e+18,0.56937027,11.130838,1.014115448406356,6695.385,25.02561
2353,2.1444651836421169e+18,0.7525549,7.8116508,12.491203181099367,5962.3335,3.5472472
2354,5.462913115903781e+18,0.66292953,9.043051,6.194210719861702,6195.325,4.606769
2355,2.131599454489851e+18,0.56645775,11.425459,2.396881535876025,6891.8125,3.4212039
2356,2.13412324599112e+18,1.1942186,12.249392,0.7991046947300506,4886.6665,16.649895
2357,2.1319793701161943e+18,0.52680206,10.087757,1.8822553421794919,6848.17,19.009155
2358,2.923966529135941e+18,0.6770315,8.994192,4.6428689596476636,6112.65,8.595028999999998
2359,5.449508316812645e+18,0.8043760999999999,8.243799000000001,10.625490382530304,5847.3335,3.3105230000000003
2360,3.5937282647559306e+18,0.45333052,6.693362,10.874483952410106,6955.1665,12.998676
2361,4.965746737011403e+18,1.0408926,10.805166,7.292447670529066,5183.6523,0.71105045
2362,2.4364784639065733e+18,0.29694366,9.545424,2.1634839062734894,7706.0,24.459257
2363,2.8986033385025454e+18,0.7753029,11.396906,2.9615986109381987,5883.0,2.3308036
2364,4.65643316106684e+17,0.98650265,9.967144,8.816569669485117,5254.433000000001,1.0408491
2365,4.6569712345770586e+17,0.96911335,10.235213,8.344081298638539,5338.0,0.89718723
2366,4.644468064985026e+18,0.5987463000000001,9.553015,5.348970238024876,6490.6665,3.8473048
2367,3.0647672394067144e+18,0.67331743,6.468789,10.319103183286506,6297.3335,17.73994
2368,5.1631630233310925e+17,0.21359539,8.337454,3.465737045934424,8995.5,
2369,5.43622215760489e+18,0.5083389,12.26816,1.0567535919461652,7092.0,8.128486
2370,5.755010401431461e+18,0.6291770999999999,8.838481,6.764920177133198,6474.0,4.6454096
2371,4.2742288317347034e+17,0.34411620000000004,9.716449,1.2410372022708709,8117.0,
2372,4.501439984674494e+18,0.8191953000000001,7.107480000000002,11.688178421777241,5788.75,7.8174872
2373,5.582847736884247e+18,0.982358,9.390558,14.339968703951698,5325.0,0.6624604000000001
2374,5.224613353800311e+17,0.37568188,10.290471,1.304491362007604,7521.25,33.49082
2375,3.6301551923680384e+17,0.70160484,7.8029556,12.595956372110644,6185.325,3.4917462
2376,5.1041855632878515e+17,1.0429897,11.249978,2.7817721994486626,5122.0,3.2790604
2377,5.447815171985442e+18,2.5259237,13.936344,10.700971087981467,3518.0,0.04045232
2378,6.61811170908765e+18,0.31102467,10.767791,1.0662793363966736,8029.055,
2379,2.4577004127121787e+18,0.44382858,9.08982,3.3721540116551134,7216.37,14.959007
2380,1.0075733216166467e+18,0.78654385,9.281555,9.823391122792856,5824.0,1.4911511999999998
2381,4.760746504864058e+18,0.53717804,9.539218,3.133794686095371,6726.75,11.353729
2382,4.663644372432494e+18,0.59382343,6.921778999999999,16.127604693748527,6541.0,4.774965
2383,3.0346412392884946e+18,0.38160324,8.716495,2.30066947079448,7369.0,45.566814
2384,4.677731006145098e+18,0.7282624,7.581992599999999,15.12919770770973,6253.0,2.9624467
2385,4.664921592603188e+18,1.2557888,12.472705,5.335679954871098,5040.6553,0.29359052
2386,4.665190388836439e+18,0.68830395,10.492485,2.0791199376622806,6129.6,10.778041
2387,1.0040345090822326e+18,0.8280306000000001,9.651951,8.554562909039012,5740.7,1.4050431
2388,3.1982811038706447e+18,0.8258829,10.1585865,6.883742604648873,5591.725,1.376259
2389,5.426803814018382e+18,0.8534632,8.328406,8.118396658988795,5622.0,5.3256197
2390,1.3564462952289103e+18,1.0109576999999998,12.429192,3.486402498445357,5339.6665,0.6810803000000001
2391,1.3525419680948526e+18,0.75352097,8.440380000000001,7.929368112026277,5979.5,4.9297934
2392,1.356474921186846e+18,0.4483652,7.8952765,4.2988820821737415,7047.6123,27.540945
2393,1.3526796132070239e+18,2.495391,14.751713,5.231134315920876,3451.0,0.084249996
2394,3.478982750247088e+18,0.48676634,7.142101299999998,8.574133633542866,7035.0,13.850584
2395,6.189323580372988e+18,0.68717194,10.878852,2.8661429877848326,6264.545,3.961434
2396,3.508402107991266e+18,0.75527954,9.495926,4.156730196136716,5939.0,6.7969940000000015
2397,6.496399899377678e+17,1.0818709999999998,10.89128,2.6090444409007474,5034.0,5.276201
2398,5.745846869663201e+18,0.3082776,6.052896499999999,11.67442435712804,7740.5,21.008093
2399,6.173899180286702e+18,0.7277689,9.762957,5.343630045141012,6006.9336,3.2073307
2400,5.746104876938414e+18,0.86939335,8.393218,9.429337164431086,5647.5,3.7113626
2401,5.762732035371152e+18,0.24998522,6.948572,7.500503312827368,8063.0,
2402,6.602069696999732e+18,1.0413733,10.80819,3.6012108792361737,5144.76,2.9271028
2403,2.1291225597340093e+18,0.97198963,11.505897,6.44645750330788,5331.0,0.4667976
2404,2.1266118979497702e+18,0.7775688000000001,12.141238,1.0271434813892821,5888.25,9.760024
2405,2.1265594993481144e+18,0.32021618,8.434027,2.6664297578037903,7639.0,44.615746
2406,2.9208573851345674e+18,0.7536869,9.998526,2.4181329115856345,5910.3247,12.658477
2407,2.175448631041917e+18,1.2088952,6.5244684,5.608375242543562,4798.03,67.473625
2408,2.1257106377126313e+18,0.99147606,12.380448,4.548861850414385,5220.4453,0.42572996
2409,2.1263675271905206e+18,0.8371629999999999,11.512265,2.7448057659125658,5761.725,2.456669
2410,2.92117455987906e+18,0.73333263,11.424401,1.9371307486788047,6083.778,5.269739
2411,2.3421484751419336e+18,0.67006683,9.937416,4.266483586049458,6201.6,4.260121
2412,2.344334957093814e+18,0.4632244,9.923937,2.8852827756225587,7070.055,9.441828
2413,2.1648025753580483e+18,0.5981045,7.6691036,10.767154172094516,6617.03,5.3821416
2414,2.006361437964416e+18,0.5304641999999999,11.444574,0.9760786509921182,7056.75,20.327518
2415,6.651812324598351e+18,0.7607421999999999,9.572017,5.7123360193307295,5847.5,3.3703601
2416,5.609465886903904e+18,0.72603655,7.3934646,9.060830720530236,6084.0,9.866037
2417,2.0069026725667553e+18,0.9688034,12.0680275,0.4214416008454493,5324.0,65.14066
2418,1.9982549749420605e+18,1.1023969999999998,12.7053585,2.5547394761739404,4926.93,1.0599071000000002
2419,1.9947142769260124e+18,0.6386861999999999,5.4311422999999985,15.766531255163994,6322.0,19.754366
2420,1.9886643516333043e+18,0.8842076999999999,10.438132,4.807918575916919,5456.725,2.209769
2421,5.617761564699154e+18,2.8529062,14.781004,11.196727426459203,3971.32,
2422,5.171329194923903e+18,0.74625206,10.435642,3.6895195972616848,5991.35,3.6229265
2423,5.60644240172721e+18,0.710083,9.075887,8.396107118819215,6109.1,2.437983
2424,6.040115351372122e+18,0.6454295999999999,10.424839,1.8525017162529758,6424.0,14.376157
2425,5.031246598886611e+18,0.6520939,9.080201,5.142655763747338,5286.9,
2426,7.964437244625559e+17,3.0949087000000004,13.833013,29.446374463502927,3692.03,
