angDist,_RAJ2000,_DEJ2000,GCVS,Class1,u_Class1,LCType,u_LCType,magMax,A1,A2,Fltr,Per,f_Per,SpType,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.035714,347.7920833,53.0258333,RT    And,CB,,EA,,8.55,0.92,0.33,V,0.6289,d,F8V,Simbad,347.79208,53.02583,347.7920756115314,53.0258420769484,0.001,0.001,90,1995525922664199296,347.79202229820,0.0287,53.02574831822,0.0282,10.1267,0.0424,-7.447,0.064,-21.776,0.062,0,5.47769e+06,1.97193e+04,8.841871,2.98721e+06,2.51495e+04,9.163224,3.63042e+06,2.15080e+04,8.362027,0.801197,,,0,5833.50,0.5040,0.2387,1.42,2.103
0.507391,3.3183333,43.7113889,SY    And,,,EA,,10.7,1.5,,V,34.9085,,A0+K1,Simbad,3.31833,43.71139,3.3182363972276,43.7115112048090,0.001,0.001,90,385452806349442816,3.31821699287,0.0342,43.71149275596,0.0252,0.7383,0.0536,-3.258,0.054,-4.285,0.036,0,1.14286e+06,7.93772e+02,10.543386,7.35602e+05,1.37739e+03,10.684781,6.19095e+05,1.78274e+03,10.282526,0.402255,,,0,7981.25,1.0712,0.5167,4.85,85.849
0.358264,0.8258333,32.8458333,TW    And,S,,EA,,8.8,2.06,0.14,V,4.1228,i,F0V+K0,Simbad,0.82583,32.84583,0.8259468317065,32.8458616924098,0.001,0.000,90,2874199987159664384,0.82621624002,0.0309,32.84584976557,0.0173,3.8177,0.0442,52.569,0.053,-2.770,0.028,1,4.15059e+06,6.60425e+04,9.143092,2.69044e+06,8.37256e+04,9.276829,1.31329e+06,1.22961e+05,9.466019,-0.189190,,,0,7996.50,,,1.78,11.680
0.420098,10.9379167,30.9388889,UU    And,S,,EA,,11.2,3.0,,V,1.4863,v,F5,Simbad,10.93792,30.93889,10.9378347928668,30.9387957228684,0.001,0.001,90,360391981413604992,10.93778318555,0.0416,30.93874455322,0.0283,1.0593,0.0548,-10.281,0.072,-11.885,0.066,0,2.99897e+05,1.03775e+03,11.995935,1.78150e+05,1.65600e+03,12.224426,1.81500e+05,2.04978e+03,11.614729,0.609697,,,0,6872.00,1.0875,0.5150,2.27,10.354
0.664416,356.2229167,45.6863889,WW    And,S,,EA,,10.3,1.1,,V,23.2853,,A5+F3p,Simbad,356.22292,45.68639,356.2231122220105,45.6865130206679,0.006,0.005,90,1926891142676374656,356.22311206716,0.1759,45.68649066203,0.1380,2.2041,0.2320,-0.025,0.361,-5.193,0.307,1,8.97665e+05,3.02363e+03,10.805580,5.07837e+05,4.23613e+03,11.087076,5.88745e+05,6.05106e+03,10.337101,0.749975,,,0,6019.30,1.1635,0.5890,2.47,7.213
0.325322,29.2145833,42.1005556,XZ    And,S,,EA,,10.15,2.97,0.01,B,1.3573,i,A4IV-V,Simbad,29.21458,42.10056,29.2146844662393,42.1006059178051,0.002,0.002,0,346092282940909568,29.21470968115,0.0716,42.10055505054,0.0485,1.8406,0.0778,4.345,0.110,-11.814,0.116,0,1.91040e+06,2.31016e+04,9.985553,1.14754e+06,5.34422e+04,10.201970,9.22904e+05,4.12546e+04,9.849029,0.352942,,,0,7169.00,,,3.04,21.974
0.532965,346.345,47.6763889,AA    And,CB,,EA,,10.3,0.6,0.2,b,0.9351,,B8V,Simbad,346.345,47.67639,346.3451866427099,47.6763106397857,0.001,0.001,90,1936512041221649536,346.34516862417,0.0255,47.67629250484,0.0244,0.9297,0.0360,-2.818,0.059,-4.212,0.054,1,8.62762e+05,5.91459e+03,10.848639,5.67097e+05,1.20202e+04,10.967244,4.23313e+05,1.05955e+04,10.695267,0.271977,,,0,7847.33,0.8320,0.4060,3.44,40.334
0.198269,347.88375,36.8930556,AB    And,CWW,,EW,,9.5,0.82,0.7,V,0.3319,u,G5+G5V,Simbad,347.88375,36.89306,347.8836920351561,36.8930853350428,0.001,0.001,90,1916588203329221632,347.88427304583,0.0278,36.89285560655,0.0211,11.7027,0.0367,107.923,0.046,-53.357,0.036,0,2.49597e+06,3.20433e+04,9.695267,1.17506e+06,4.94582e+04,10.176242,1.85229e+06,7.21843e+04,9.092649,1.083592,,,0,5029.50,0.6352,0.2920,1.17,0.790
0.431616,354.1875,48.6711111,AD    And,,,EB,,10.9,0.7,0.7,b,0.9862,i,A0V,Simbad,354.1875,48.67111,354.1875273651534,48.6709925765364,0.001,0.001,90,1943332002611320192,354.18749733301,0.0260,48.67097659531,0.0240,0.9179,0.0365,-4.606,0.058,-3.712,0.054,0,7.29753e+05,4.30026e+03,11.030426,4.68614e+05,9.60964e+03,11.174351,3.77514e+05,6.43858e+03,10.819586,0.354765,,,0,7555.75,,,3.42,34.281
0.319381,349.5970833,41.7736111,AN    And,DM,,EB,,6.0,0.16,0.09,b,3.2196,,A7Vm,Simbad,349.59708,41.77361,349.5971750922901,41.7736675297901,0.001,0.001,0,1924499223851942272,349.59711582508,0.0391,41.77362537247,0.0345,7.0976,0.0544,-10.266,0.078,-9.791,0.080,0,7.97524e+07,1.20830e+05,5.934006,5.17369e+07,2.91343e+05,6.066887,3.93611e+07,2.49873e+05,5.774252,0.292635,,,0,7766.00,,,4.40,63.539
0.287798,357.3779167,45.7891667,AP    And,DM,,EA,,11.3,0.6,0.6,b,1.5873,,F5,Simbad,357.37792,45.78917,357.3779557973456,45.7892418516405,0.001,0.001,90,1927062769572959744,357.37799318956,0.0350,45.78921703786,0.0201,2.8663,0.0415,6.056,0.064,-5.763,0.042,0,8.22393e+05,9.26952e+02,10.900666,4.51407e+05,6.45255e+02,11.214968,5.22156e+05,5.01845e+02,10.467420,0.747548,,,0,6011.25,,,1.82,3.909
0.210424,346.7716667,50.9586111,BD    And,CW,:,EB,,11.3,0.4,0.1,b,0.4629,,F8,Simbad,346.77167,50.95861,346.7715825261585,50.9586357063512,0.015,0.015,90,1992026074073047296,346.77176657247,0.4943,50.95862347081,0.5117,0.1319,0.6265,26.925,0.991,-2.842,0.979,1,1.14416e+06,2.01302e+03,10.542150,5.84656e+05,3.47450e+03,10.934137,7.96549e+05,4.10155e+03,10.008889,0.925248,,,0,5633.92,,,,
0.538198,347.85125,51.8752778,BL    And,CBV,,EB,,11.0,0.74,0.24,b,0.7224,d,A0,Simbad,347.85125,51.87528,347.8510756852752,51.8753815715040,0.001,0.001,90,1992215671110689152,347.85103023129,0.0251,51.87534034818,0.0216,1.2721,0.0320,-6.518,0.048,-9.574,0.044,0,5.62045e+05,6.90869e+03,11.313939,3.72136e+05,1.34685e+04,11.424635,3.18932e+05,1.10290e+04,11.002673,0.421962,,,0,7568.67,,,2.16,13.755
0.434356,348.1958333,51.8738889,BS    And,,,EA,,15.0,2.0,,b,,,,Simbad,348.19583,51.87389,348.1957206899893,51.8737902907826,0.002,0.002,90,1992218454249600896,348.19569339579,0.0525,51.87377872677,0.0529,-0.3501,0.0738,-3.914,0.107,-2.686,0.106,0,2.14036e+04,3.03463e+01,14.862147,1.28925e+04,5.96956e+01,15.075543,1.31427e+04,8.71143e+01,14.465212,0.610332,,,0,6824.50,,,,
0.292481,32.2641667,40.7941667,BX    And,CB,,EW,,8.9,0.67,0.25,b,0.6101,,F2V,Simbad,32.26417,40.79417,32.2642552406109,40.7942126085543,0.001,0.001,90,345119558747024512,32.26431131746,0.0545,40.79417684338,0.0343,5.4529,0.0558,9.860,0.080,-8.307,0.078,0,5.23852e+06,6.13936e+04,8.890344,3.06169e+06,1.02072e+05,9.136486,3.12418e+06,1.01778e+05,8.525080,0.611406,,,0,6498.57,0.9305,0.4735,2.06,6.815
0.436171,21.6183333,44.3569444,CD    And,,,EA,,9.8,0.5,,b,34.4416,,F8,Simbad,21.61833,44.35694,21.6181653277752,44.3569603825111,0.010,0.009,0,396805195187262080,21.61826777558,0.2759,44.35692519422,0.2950,2.7147,0.2979,17.013,0.589,-8.173,0.627,0,6.97145e+06,7.12490e+03,8.580058,3.58785e+06,9.37898e+03,8.964302,4.77645e+06,1.18718e+04,8.064158,0.900144,27.20,11.91,9,5409.67,,,7.07,38.579
0.520616,5.1270833,40.2261111,CN    And,CB,,EW,,9.7,0.55,0.26,V,0.4628,,F8,Simbad,5.12708,40.22611,5.1272586955229,40.2260565062883,0.001,0.000,90,380329082164174848,5.12721048652,0.0348,40.22590456061,0.0169,4.9670,0.0425,-8.549,0.054,-35.291,0.024,0,2.56960e+06,1.48289e+04,9.663703,1.46115e+06,2.62948e+04,9.939652,1.56681e+06,2.71278e+04,9.274381,0.665272,,,0,6182.90,1.0450,0.5230,1.75,4.046
0.682987,17.8533333,46.9636111,CO    And,,,EA,,11.1,1.0,,b,1.8277,,F8,Simbad,17.85333,46.96361,17.8535408752945,46.9637372942632,0.001,0.001,90,401078859445256192,17.85353781988,0.0488,46.96365755895,0.0338,2.5437,0.0624,-0.484,0.076,-18.519,0.070,0,1.18041e+06,4.03211e+02,10.508286,6.41127e+05,4.53629e+02,10.834027,7.71580e+05,8.08767e+02,10.043468,0.790560,,,0,5808.33,,,2.65,7.191
0.689311,33.2133333,45.6311111,CP    And,,,EA,,11.4,1.5,0.05,b,3.6089,,A5,Simbad,33.21333,45.63111,33.2135302781369,45.6309780964838,0.001,0.001,90,353011505316763392,33.21356749313,0.0529,45.63096426221,0.0344,1.0221,0.0578,6.044,0.085,-3.213,0.078,0,3.79688e+05,4.10748e+02,11.739800,2.46402e+05,7.21367e+02,11.872276,2.02655e+05,1.04137e+03,11.495025,0.377252,,,0,8029.00,0.8747,0.4270,,
0.319715,345.2566667,49.9736111,CU    And,,,EA,,12.5,3.5,,b,1.716,,,Simbad,345.25667,49.97361,345.2566532689521,49.9736994885770,0.001,0.001,90,1985953883670270464,345.25660132062,0.0206,49.97371145522,0.0190,0.9193,0.0290,-7.760,0.043,2.779,0.040,0,1.46465e+05,1.74625e+02,12.774031,8.51347e+04,2.54956e+02,13.026121,9.03218e+04,2.96568e+02,12.372438,0.653683,,,0,6443.00,,,2.08,6.706
0.549776,347.25375,49.6141667,CZ    And,,,EA,,12.4,0.6,,b,2.7172,,A6,Simbad,347.25375,49.61417,347.2536133461813,49.6142911279722,0.001,0.001,90,1990952602827355520,347.25359840342,0.0181,49.61428020578,0.0173,0.5221,0.0241,-2.249,0.036,-2.537,0.034,0,2.25106e+05,3.93768e+02,12.307399,1.29940e+05,1.16325e+03,12.567029,1.38481e+05,1.57368e+03,11.908441,0.658588,,,0,6361.00,1.6173,0.7950,4.66,31.980
0.674263,29.4420833,38.0744444,DS    And,CB,,EB,,10.4,0.5,0.3,V,1.0105,,F2III,Simbad,29.44208,38.07444,29.4419004119761,38.0745641992197,0.001,0.001,90,342946885113758720,29.44195604416,0.0404,38.07451348070,0.0350,2.1968,0.0404,10.172,0.082,-11.780,0.080,0,1.23917e+06,1.00601e+04,10.455539,7.06570e+05,2.57660e+04,10.728500,7.22982e+05,1.89922e+04,10.114101,0.614399,,,0,6370.78,,,2.59,9.944
0.610353,25.6220833,44.7616667,EP    And,CWW,,EW,,11.9,0.6,0.6,b,0.4041,,,Simbad,25.62208,44.76167,25.6222422492382,44.7617932192516,0.002,0.002,0,350288706506804864,25.62214888848,0.0792,44.76174263577,0.0676,1.7303,0.1057,-15.396,0.121,-11.748,0.137,0,4.90916e+05,8.32120e+03,11.460849,2.81322e+05,1.46492e+04,11.728378,3.44810e+05,1.62725e+04,10.917970,0.810409,-64.53,7.68,3,5860.31,,,2.46,6.446
0.242771,350.8695833,50.2661111,FY    And,,,EA,,15.0,1.5,,b,,,,Simbad,350.86958,50.26611,350.8694956139367,50.2660736041052,0.001,0.001,90,1991194259165638016,350.86946703624,0.0212,50.26605962840,0.0191,0.2948,0.0291,-4.243,0.041,-3.246,0.039,0,2.00412e+04,6.60363e+01,14.933558,9.65623e+03,1.12801e+02,15.389370,1.51590e+04,1.74455e+02,14.310246,1.079125,,,0,4960.09,,,4.31,10.144
0.762305,354.45,50.27,GH    And,,,EA,,13.5,1.0,,b,,,,Simbad,354.45,50.27,354.4502998486692,50.2699099605231,0.001,0.001,90,1944467110929748864,354.45020705332,0.0443,50.26984622583,0.0368,0.8700,0.0659,-13.776,0.090,-14.803,0.072,0,4.41124e+03,2.77364e+00,16.576963,1.92095e+03,1.36030e+01,17.142600,3.64829e+03,1.17349e+01,15.856698,1.285901,,,0,5012.00,,,0.67,0.254
0.471676,8.7891667,41.6675,GW    And,,,EA,,14.6,2.8,,B,2.2794,,,Simbad,8.78917,41.6675,8.7891954595635,41.6676292476074,0.001,0.001,0,381475975870012416,8.78919011041,0.0287,41.66763189236,0.0290,0.2756,0.0424,-0.928,0.051,0.614,0.067,0,4.01522e+04,6.59884e+01,14.179093,2.49619e+04,1.25836e+02,14.358192,2.28402e+04,1.19535e+02,13.865171,0.493021,,,0,7242.67,0.5612,0.2693,,
0.479974,8.4445833,44.0691667,HR    And,,,EA,,14.7,0.7,,b,1.2357,,,Simbad,8.44458,44.06917,8.4446340097207,44.0692949511729,0.001,0.001,0,388488798471977600,8.44466656509,0.0213,44.06928709265,0.0290,0.5706,0.0307,5.433,0.044,-1.825,0.069,0,6.64526e+04,1.10605e+02,13.632086,3.55092e+04,5.42103e+02,13.975537,4.38285e+04,2.39478e+02,13.157529,0.818008,,,0,5732.00,,,2.88,8.083
1.134831,8.6408333,41.335,HS    And,,,EA,,12.7,1.4,,b,1.8571,,,Simbad,8.64083,41.335,8.6411072703278,41.3347611439395,0.002,0.001,0,381091765275573120,8.64113829838,0.0329,41.33474217552,0.0491,0.5722,0.0499,5.411,0.073,-4.406,0.119,0,1.98184e+05,1.99621e+02,12.445694,1.33574e+05,4.68948e+02,12.537083,9.95813e+04,4.53777e+02,12.266476,0.270607,,,0,8493.00,0.7100,0.3770,,
0.670738,9.87375,40.0830556,HU    And,,,EW,,16.5,0.7,0.7,B,0.2858,,,Simbad,9.87375,40.08306,9.8737934767202,40.0832389225454,0.001,0.001,0,368730196562665344,9.87382487206,0.0394,40.08324356860,0.0416,0.9727,0.0570,5.579,0.082,1.079,0.094,0,1.21000e+04,1.73625e+02,15.481399,5.60273e+03,2.65998e+02,15.980390,9.50847e+03,4.18669e+02,14.816643,1.163747,,,0,4886.00,0.5518,0.2600,1.06,0.573
0.238583,11.55625,39.7688889,IL    And,,,EA,,15.7,1.3,,b,0.8676,,,Simbad,11.55625,39.76889,11.5563356314804,39.7688966454379,0.001,0.001,90,368802008415846016,11.55636615373,0.0365,39.76884386832,0.0264,0.5886,0.0378,5.449,0.075,-12.258,0.062,0,2.58458e+04,9.08786e+01,14.657390,1.49927e+04,1.41345e+02,14.911691,1.61948e+04,1.87711e+02,14.238482,0.673208,,,0,6341.33,,,1.41,2.890
0.649368,11.695,39.6427778,IM    And,,,EW,,18.3,0.7,,b,0.2704,,,Simbad,11.695,39.64278,11.6952314326686,39.6428056843373,0.003,0.002,90,368796888814840960,11.69524465942,0.0778,39.64279227550,0.0593,0.5701,0.0851,2.366,0.169,-3.114,0.134,0,3.10741e+03,4.38701e+01,16.957369,1.39861e+03,6.34101e+01,17.487150,2.61553e+03,1.61749e+02,16.218020,1.269131,,,0,4935.00,0.7398,0.3680,,
1.464148,13.765,40.6169444,IP    And,,,EA,,16.8,0.5,,b,3.0798,,,Simbad,13.765,40.61694,13.7644643556989,40.6169348735899,0.001,0.001,90,374244281735619584,13.76446307867,0.0471,40.61692523531,0.0311,0.4841,0.0615,-0.225,0.073,-2.239,0.072,0,1.67445e+04,7.18267e+01,15.128688,7.20379e+03,1.00132e+02,15.707485,1.39775e+04,1.79280e+02,14.398344,1.309141,,,0,4789.50,2.1823,1.1433,2.63,3.284
0.309416,39.0366667,38.1561111,KN    And,,,,,12.1,0.8,,b,,,,Simbad,39.03667,38.15611,39.0366355181270,38.1560287226685,0.001,0.001,90,333792149438795264,39.03667681745,0.0456,38.15603006403,0.0362,1.6056,0.0545,7.543,0.085,0.312,0.078,0,4.29952e+05,2.71152e+02,11.604817,2.41513e+05,4.62552e+02,11.894034,2.72771e+05,3.67087e+02,11.172423,0.721611,,,0,6068.50,,,2.31,6.500
1.605064,32.7883333,48.8597222,LM    And,,,EB,,12.2,1.3,0.5,b,0.7612,,,Simbad,32.78833,48.85972,32.7888228088806,48.8594138720700,0.004,0.003,90,355079549251609344,32.78886003254,0.1113,48.85939000329,0.1073,1.2261,0.1418,5.688,0.278,-5.544,0.222,0,3.37474e+05,2.72069e+03,11.867764,1.80005e+05,3.97576e+03,12.213178,2.33069e+05,5.23011e+03,11.343207,0.869970,11.64,12.05,5,5549.49,,,3.25,9.021
0.499669,350.005,41.7547222,OT    And,,,EA,,7.32,0.4,,V,,,,Simbad,350.005,41.75472,350.0050697581864,41.7548508719585,0.001,0.001,90,1924490187240994816,350.00525828702,0.0234,41.75487078417,0.0205,4.1492,0.0334,32.665,0.046,4.625,0.045,1,2.28475e+07,5.27927e+03,7.291269,1.47748e+07,2.74107e+04,7.427581,1.15153e+07,2.78964e+04,7.108732,0.318849,,,0,7748.75,0.9327,0.4668,4.05,53.193
0.572156,7.5241667,26.2908333,PX    And,,,,,14.95,2.05,,V,,,,Simbad,7.52417,26.29083,7.5242014959236,26.2906774597011,0.001,0.001,90,2807841432470056448,7.52414903339,0.0342,26.29063013114,0.0298,1.2323,0.0437,-10.924,0.081,-10.992,0.052,0,2.16563e+04,2.08362e+02,14.849405,1.50496e+04,4.54474e+02,14.907579,1.15476e+04,2.95712e+02,14.605695,0.301885,,,0,8730.00,,,,
0.700621,5.4191667,28.1575,QS    And,,,EW,,16.67,0.42,,V,,,,Simbad,5.41917,28.1575,5.4189502982493,28.1575383984776,0.002,0.002,90,2857094502513508224,5.41895992184,0.0676,28.15752268107,0.0606,0.4908,0.0998,1.971,0.132,-3.650,0.102,0,4.47408e+03,3.19861e+01,16.561605,2.19923e+03,5.36132e+01,16.995714,3.33851e+03,8.29860e+01,15.953039,1.042675,,,0,5196.46,0.5935,0.2962,,
0.109505,2.5133333,46.3902778,V0342 And,,,EA,,7.58,0.14,,Hp,,,,Simbad,2.51333,46.39028,2.5133397165197,46.3903078944512,0.001,0.001,90,386917424557512320,2.51339821867,0.0483,46.39025769173,0.0304,6.2943,0.0543,9.372,0.073,-11.660,0.046,0,1.45335e+07,4.35296e+03,7.782438,9.77590e+06,9.04720e+03,7.875996,6.96198e+06,7.78481e+03,7.655088,0.220908,,,0,8062.67,0.3360,0.1740,,
0.450729,3.8241667,44.2033333,V0348 And,,,EA,,6.75,0.15,,Hp,,,,Simbad,3.82417,44.20333,3.8243201722485,44.2033930610276,0.003,0.002,90,385538121580235136,3.82434651137,0.1050,44.20338327374,0.0697,2.1628,0.1213,4.385,0.164,-2.273,0.098,1,3.83025e+07,1.31760e+04,6.730298,2.80688e+07,3.33364e+04,6.730828,1.57949e+07,3.11361e+04,6.765631,-0.034803,,,0,9607.50,0.1940,0.0965,,
0.464639,6.51125,35.8191667,V0350 And,,,,,7.56,0.07,,Hp,,,,Simbad,6.51125,35.81917,6.5112086200340,35.8192913286499,0.002,0.001,90,366260178050346368,6.51130260365,0.0741,35.81928633425,0.0527,4.5302,0.0836,17.700,0.122,-1.160,0.079,1,1.88462e+07,5.93847e+03,7.500307,1.28201e+07,1.16879e+04,7.581656,8.85743e+06,7.48671e+03,7.393651,0.188005,,,0,8333.25,0.7520,0.3760,,
0.372897,11.0470833,46.2355556,V0355 And,,,EA,,7.59,0.36,,Hp,,,,Simbad,11.04708,46.23556,11.0469335552274,46.2355566068653,0.008,0.003,90,389688601879413248,11.04736531175,0.1492,46.23545038892,0.0896,8.4834,0.1429,69.362,0.519,-24.670,0.221,0,1.55744e+07,1.93757e+04,7.707339,9.85939e+06,2.40410e+05,7.866763,9.48235e+06,3.20187e+05,7.319630,0.547133,,,0,6983.93,,,1.98,8.398
1.436337,11.0470833,46.2355556,V0355 And,,,EA,,7.59,0.36,,Hp,,,,Simbad,11.04708,46.23556,11.0469919081894,46.2359495427281,0.007,0.004,90,389688606176165248,11.04739105289,0.2089,46.23583792421,0.1090,7.7841,0.1789,64.123,0.459,-25.924,0.258,0,5.71865e+06,5.70822e+03,8.795133,3.92179e+06,4.20295e+05,8.867678,4.71010e+06,7.45248e+05,8.079345,0.788333,,,0,5346.40,,,,
0.080102,22.0291667,42.4669444,V0362 And,,,,,8.42,0.13,,Hp,,,,Simbad,22.02917,42.46694,22.0291477985591,42.4669617401086,0.001,0.001,0,396396348660465920,22.02910821425,0.0455,42.46687104672,0.0388,1.0916,0.0519,-6.782,0.085,-21.064,0.092,0,1.86622e+07,7.45556e+04,7.510959,4.46965e+06,9.34833e+04,8.725705,2.12506e+07,2.43973e+05,6.443494,2.282211,-90.66,0.49,8,3847.33,1.1120,0.5390,76.08,1142.521
0.340935,22.9441667,36.0938889,V0363 And,,,EB,,9.1,0.25,,Hp,,,,Simbad,22.94417,36.09389,22.9440495270397,36.0938868534566,0.001,0.001,90,319040448604661248,22.94406314509,0.0445,36.09386925945,0.0391,2.7865,0.0461,2.556,0.095,-4.086,0.090,0,4.57303e+06,2.45198e+04,9.037854,3.01086e+06,4.92123e+04,9.154663,2.29450e+06,4.29169e+04,8.860201,0.294462,,,0,7800.00,0.5633,0.2870,2.67,23.703
0.250111,31.3258333,45.0927778,V0372 And,,,EA,,9.05,0.48,,Hp,,,,Simbad,31.32583,45.09278,31.3257426883463,45.0928049085151,0.002,0.002,90,352739586644325760,31.32583279918,0.0696,45.09277104329,0.0471,2.2159,0.0834,14.775,0.108,-7.865,0.104,0,4.93167e+06,6.66106e+03,8.955881,3.19368e+06,2.76618e+04,9.090659,2.47973e+06,1.52049e+04,8.775909,0.314750,,,0,7719.00,,,3.54,40.166
0.373127,38.7983333,49.8602778,V0376 And,CWA,,EB,,7.7,0.31,,Hp,,,,Simbad,38.79833,49.86028,38.7984656427760,49.8603366548566,0.001,0.001,90,450600038527653888,38.79879788081,0.0376,49.86030406732,0.0368,5.4417,0.0490,49.745,0.096,-7.569,0.086,0,1.58882e+07,7.98849e+04,7.685681,1.00253e+07,1.64763e+05,7.848649,8.49453e+06,1.57558e+05,7.439071,0.409578,,,0,7240.25,,,2.91,20.952
0.430890,39.07875,40.2047222,V0377 And,,,EA,:,7.46,0.12,,Hp,,,,Simbad,39.07875,40.20472,39.0787191938948,40.2048395564690,0.017,0.013,90,335286213942782208,39.07872071596,0.5203,40.20481960996,0.4394,6.1243,0.5911,0.270,1.109,-4.633,0.845,0,1.92230e+07,1.51213e+04,7.478813,1.43248e+07,2.64319e+04,7.461170,7.89352e+06,2.27541e+04,7.518743,-0.057573,,,0,8854.33,0.0483,0.0240,,
0.458321,347.2379167,38.9152778,V0381 And,,,,,7.35,0.07,,Hp,,,,Simbad,347.23792,38.91528,347.2378257189619,38.9151719845753,0.001,0.001,0,1917836080307616896,347.23785926925,0.0416,38.91514817454,0.0496,3.1802,0.0646,6.063,0.078,-5.530,0.092,1,2.23684e+07,6.76686e+03,7.314276,1.56946e+07,1.88816e+04,7.362011,9.95351e+06,2.04372e+04,7.266979,0.095031,,,0,9097.00,0.6175,0.3140,,
0.405504,347.4916667,42.8358333,V0382 And,,,EB,,9.18,0.23,,Hp,,,,Simbad,347.49167,42.83583,347.4915550767985,42.8359106805709,0.001,0.001,90,1930880342662862208,347.49150591874,0.0290,42.83584851290,0.0287,1.9927,0.0418,-8.372,0.056,-14.439,0.054,1,4.25338e+06,1.12718e+04,9.116529,2.89904e+06,8.92246e+03,9.195751,2.05353e+06,1.58117e+04,8.980667,0.215084,,,0,8519.33,0.7945,0.4077,,
0.506611,353.0054167,43.8222222,V0389 And,,,,,8.22,0.1,,Hp,,,,Simbad,353.00542,43.82222,353.0054637279754,43.8223587735294,0.001,0.001,90,1925168925213987968,353.00539845650,0.0239,43.82233264420,0.0193,3.1945,0.0325,-10.938,0.047,-6.069,0.043,0,7.25145e+06,1.96853e+03,8.537304,4.85470e+06,4.38553e+03,8.635983,3.52378e+06,3.74769e+03,8.394398,0.241586,,,0,8258.00,0.6290,0.3265,,
0.466488,354.7029167,44.4125,V0392 And,,,,,9.14,0.15,,Hp,,,,Simbad,354.70292,44.4125,354.7030518829047,44.4125864082796,0.001,0.001,90,1926515040983239808,354.70320379839,0.0272,44.41261886622,0.0176,2.8084,0.0320,25.204,0.051,7.539,0.037,0,4.22649e+06,1.53719e+03,9.123415,2.52258e+06,2.64290e+03,9.346774,2.46851e+06,5.19723e+03,8.780831,0.565943,,,0,6600.00,,,3.48,20.726
0.157759,359.7408333,40.7922222,V0400 And,,,,,8.57,0.08,,Hp,,,,Simbad,359.74083,40.79222,359.7408682958529,40.7921872944244,0.002,0.001,90,2882236038473712512,359.74094834639,0.0719,40.79217269672,0.0431,4.9064,0.0977,14.076,0.108,-3.390,0.070,0,7.80757e+06,3.81772e+03,8.457076,4.99562e+06,5.27320e+03,8.604914,4.08445e+06,7.50173e+03,8.234087,0.370827,,,0,7490.00,0.7640,0.3705,2.12,12.792
0.807073,15.35125,41.2502778,V0404 And,,,EA,,11.3,0.6,,Rc,,,,Simbad,15.35125,41.25028,15.3515399581538,41.2502255005325,0.001,0.001,0,374473598629517056,15.35171454758,0.0505,41.25019089926,0.0342,5.1148,0.0633,30.487,0.077,-8.036,0.080,0,9.04425e+05,8.30923e+03,10.797435,4.44296e+05,8.93543e+03,11.232206,7.26325e+05,1.00794e+04,10.109093,1.123114,,,0,4986.20,,,1.65,1.512
0.169175,38.8566667,45.9341667,V0406 And,,,EB,,9.22,0.2,,V,,,,Simbad,38.85667,45.93417,38.8566960576040,45.9342090255365,0.002,0.002,90,341818206364465536,38.85669178914,0.0420,45.93419536074,0.0436,0.5910,0.0638,-0.689,0.109,-3.174,0.105,1,3.93867e+06,1.44290e+04,9.199992,2.75230e+06,2.96049e+04,9.252148,1.85935e+06,2.13289e+04,9.088519,0.163629,,,0,9029.00,0.5125,0.2520,,
0.861666,355.1179167,50.55,V0411 And,,,EB,,15.0,1.1,,b,,,,Simbad,355.11792,50.55,355.1175831621969,50.5501112401434,0.001,0.001,90,1943821182207803008,355.11754242221,0.0197,50.55011477485,0.0183,0.2764,0.0307,-6.012,0.038,0.821,0.033,0,2.65760e+04,8.36670e+01,14.627143,1.61707e+04,2.33598e+02,14.829567,1.53747e+04,1.92383e+02,14.294904,0.534663,,,0,7105.00,,,2.43,13.529
1.275874,358.4125,45.6225,V0412 And,,,EA,,11.9,0.44,,V,,,,Simbad,358.4125,45.6225,358.4124968875844,45.6228544026249,0.001,0.001,90,1926269158396275968,358.41255593779,0.0284,45.62286412811,0.0212,1.3562,0.0312,9.592,0.048,2.259,0.033,0,4.21349e+05,3.35042e+02,11.626760,2.25100e+05,4.78826e+02,11.970449,2.82750e+05,4.70087e+02,11.133411,0.837037,,,0,5798.33,,,2.98,9.035
0.478906,358.5166667,39.2825,V0413 And,,,EA,,7.61,0.85,,U,,,,Simbad,358.51667,39.2825,358.5168382028935,39.2825086329279,0.001,0.001,90,2881632548324465792,358.51709769588,0.0283,39.28258215503,0.0241,6.5001,0.0329,46.650,0.047,17.076,0.040,0,4.85414e+07,3.71622e+04,6.473086,2.45753e+07,1.01773e+05,6.875140,3.28320e+07,2.37061e+05,5.971175,0.903965,0.88,7.72,14,5600.33,,,7.20,45.961
