angDist,_RAJ2000,_DEJ2000,GCVS,Class1,u_Class1,LCType,u_LCType,magMax,A1,A2,Fltr,Per,f_Per,SpType,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.509335,104.1525,46.5386111,V0462 Aur,,,EB,,8.13,0.17,,Hp,,,,Simbad,104.1525,46.53861,104.1527056681535,46.5386127648217,0.001,0.001,90,954430900988257920,104.15272281075,0.0430,46.53860311972,0.0457,1.5541,0.0568,2.739,0.083,-2.240,0.083,1,7.53689e+06,4.37872e+04,8.495386,5.36362e+06,9.51933e+04,8.527742,3.45562e+06,6.14296e+04,8.415606,0.112137,,,0,9250.00,0.4632,0.2270,,
1.013054,74.04875,44.7772222,V0468 Aur,,,EW,,13.2,0.24,,V,,,,Simbad,74.04875,44.77722,74.0485972520365,44.7774818757076,0.001,0.001,90,206212031399861888,74.04863981658,0.0298,44.77747164322,0.0255,0.9418,0.0316,7.018,0.059,-2.377,0.045,0,1.32812e+05,5.97365e+02,12.880271,5.83453e+04,8.11382e+02,13.436374,1.07606e+05,1.43906e+03,12.182334,1.254040,,,0,4877.67,,,3.63,6.719
1.030389,101.89,47.1708333,V0495 Aur,,,EA,,12.72,0.56,,V,,,,Simbad,101.89,47.17083,101.8904133651714,47.1707789515778,0.001,0.001,0,966617505618246528,101.89039470768,0.0429,47.17077780173,0.0488,0.8390,0.0501,-2.946,0.068,-0.267,0.070,1,1.60231e+05,4.60928e+02,12.676497,9.30092e+04,2.76797e+03,12.930074,9.07952e+04,1.74902e+03,12.366763,0.563311,,,0,6545.00,,,2.31,8.804
0.445420,111.0145833,41.4338889,V0523 Aur,,,,,13.3,1.4,,*,,,,Simbad,111.01458,41.43389,111.0146881174565,41.4339844677064,0.001,0.001,0,948697703764134784,111.01461046397,0.0269,41.43392864459,0.0331,1.7892,0.0249,-13.522,0.051,-12.965,0.062,0,5.23525e+04,1.42672e+03,13.891022,2.59994e+04,2.19172e+03,14.313978,4.15288e+04,3.29996e+03,13.216046,1.097932,,,0,4978.00,0.6720,0.3333,1.14,0.717
0.260419,96.5995833,27.9455556,V0534 Aur,,,EA,,10.4,0.35,,V,,,,Simbad,96.59958,27.94556,96.5995415582652,27.9456178346358,0.001,0.001,90,3432818753826529792,96.59949934495,0.0400,27.94559807841,0.0385,2.0937,0.0482,-8.661,0.078,-4.589,0.065,1,1.40146e+06,3.75806e+03,10.321915,8.26506e+05,6.65106e+03,10.558273,8.36032e+05,2.82507e+03,9.956362,0.601912,,,0,6662.00,0.9987,0.5385,2.64,12.366
0.504992,98.1925,46.3925,V0535 Aur,,,EW,,12.73,0.44,,V,,,,Simbad,98.1925,46.3925,98.1924880371009,46.3923599672933,0.001,0.001,90,965676327960927616,98.19243281606,0.0263,46.39232842557,0.0232,1.4106,0.0300,-8.846,0.045,-7.326,0.038,0,1.00691e+05,1.48256e+03,13.180890,5.39971e+04,2.41771e+03,13.520462,7.00327e+04,3.10133e+03,12.648667,0.871795,,,0,5635.50,0.6540,0.3200,1.49,2.018
0.706207,89.8820833,44.9475,bet   Aur,DM,,EA,,1.89,0.09,0.09,V,3.96,,A2IV+A2IV-V,Simbad,89.88208,44.9475,89.8818232916263,44.9474320447669,0.001,0.001,90,196656661174768512,89.88182329163,1.1927,44.94743204477,0.7647,,,,,,,1,3.88768e+09,3.57534e+07,1.714140,1.22128e+08,8.25738e+07,5.134352,8.82052e+08,2.77317e+07,2.398185,2.736167,,,0,4732.67,,,,
0.339834,75.4920833,43.8233333,eps   Aur,,,EA,,2.92,0.91,,V,9892.0,,A8Ia-F2epIa+BV,Simbad,75.49208,43.82333,75.4922044211734,43.8232975970890,0.014,0.013,90,205499655242974464,75.49223130105,0.4790,43.82329619031,0.4589,2.4144,0.5119,4.504,0.929,-0.327,0.856,1,1.43455e+09,1.25286e+07,2.796574,4.56306e+08,3.75981e+07,3.703247,8.07231e+08,1.21219e+07,2.494425,1.208823,,,0,4707.25,,,,
0.122504,75.6195833,41.0758333,zet   Aur,DG,,EA,,3.7,0.27,,V,972.16,,K5II+B7V,Simbad,75.61958,41.07583,75.6195452037031,41.0758150461235,0.014,0.011,90,200929706962974080,75.61958445083,0.4929,41.07574802152,0.4471,5.2872,0.5353,6.872,0.875,-15.567,0.727,1,1.15403e+09,4.04870e+06,3.032826,3.28523e+08,3.61644e+06,4.059973,8.24452e+08,7.94819e+06,2.471506,1.588467,,,0,4239.00,,,90.11,2361.975
0.575285,228.3854167,38.5683333,SS    Boo,DR,,EA,,10.28,0.67,0.1,V,7.6061,,G5Ve+G8Ve,Simbad,228.38542,38.56833,228.3855474231909,38.5682104586914,0.001,0.001,0,1388595877786275968,228.38529559172,0.0186,38.56812006953,0.0226,4.2159,0.0262,-45.731,0.038,-20.994,0.049,0,1.73549e+06,7.90896e+03,10.089810,7.87567e+05,1.52798e+04,10.610669,1.33545e+06,1.49780e+04,9.447852,1.162817,,,0,4893.60,,,2.91,4.364
0.547836,225.1954167,35.1319444,TY    Boo,CWW,,EW,,10.81,0.66,0.54,V,0.3171,u,G3,Simbad,225.19542,35.13194,225.1955811558533,35.1318732076598,0.001,0.001,0,1290207905137101312,225.19528712780,0.0172,35.13201089952,0.0204,4.5141,0.0290,-55.850,0.036,31.980,0.040,0,5.22397e+05,4.55723e+03,11.393364,2.66171e+05,7.23777e+03,11.788486,3.75711e+05,8.92199e+03,10.824785,0.963700,,,0,5321.33,0.5440,0.2700,1.21,1.057
0.419170,227.0379167,39.9702778,TZ    Boo,C,,EW,,10.41,0.59,0.41,V,0.2972,u,G2V,Simbad,227.03792,39.97028,227.0380604018901,39.9702400007542,0.002,0.002,0,1391924687894823296,227.03759508448,0.0597,39.97050140382,0.0610,5.3679,0.0723,-82.825,0.116,60.713,0.139,0,1.17215e+06,7.17196e+03,10.515903,6.13465e+05,1.14956e+04,10.881914,7.90079e+05,1.35576e+04,10.017743,0.864171,,,0,5590.33,0.4180,0.2118,1.36,1.629
1.060880,215.24875,47.1127778,UW    Boo,,,EA,,10.4,1.0,0.1,b,1.0047,,F0,Simbad,215.24875,47.11278,215.2485189358568,47.1125285749907,0.001,0.001,0,1506949203481984384,215.24844431912,0.0254,47.11246989819,0.0271,2.3166,0.0357,-11.794,0.046,-13.628,0.048,1,1.12374e+06,2.06639e+03,10.561700,6.95743e+05,3.59582e+03,10.745266,6.20624e+05,4.45805e+03,10.279849,0.465417,46.41,14.30,11,7134.09,0.7610,0.4033,1.87,8.152
0.654193,214.3583333,12.5675,VW    Boo,CB,,EW,,10.5,0.58,0.43,V,0.3423,d,G5,Simbad,214.35833,12.5675,214.3584684929739,12.5676249419198,0.001,0.001,90,1226714132289140352,214.35848926575,0.0478,12.56741120791,0.0367,6.6333,0.0513,4.709,0.088,-49.641,0.080,0,1.13852e+06,1.69625e+04,10.547513,5.60574e+05,2.86002e+04,10.979806,8.33472e+05,4.01584e+04,9.959692,1.020114,,,0,5210.50,0.6150,0.3095,1.28,1.085
0.619939,207.2983333,20.1902778,XY    Boo,CWA,,EW,,10.3,0.31,0.31,V,0.3705,u,F5V,Simbad,207.29833,20.19028,207.2981954095007,20.1901641961358,0.001,0.001,90,1248533596945029504,207.29809284717,0.0460,20.19028081909,0.0351,4.1538,0.0585,-22.357,0.086,27.087,0.075,1,1.33493e+06,1.31588e+04,10.374722,7.55700e+05,2.48666e+04,10.655514,8.23461e+05,2.33605e+04,9.972812,0.682702,,,0,6067.03,0.3100,0.1710,1.57,3.015
0.188515,233.8679167,43.4802778,YY    Boo,,,EA,,12.0,1.5,,b,3.9331,,A4,Simbad,233.86792,43.48028,233.8679514414648,43.4803236981648,0.001,0.001,0,1391285764265043968,233.86802855678,0.0208,43.48026518517,0.0218,0.9921,0.0251,12.996,0.040,-13.590,0.048,0,4.04666e+05,1.42912e+03,11.670625,2.41716e+05,1.75701e+03,11.893125,2.47986e+05,2.57170e+03,11.275850,0.617274,-18.06,8.85,16,6882.50,1.4955,0.7670,2.81,15.930
0.428547,209.0395833,25.9186111,ZZ    Boo,DM,,EA,,6.79,0.65,0.65,V,4.9917,,F2+F2V,Simbad,209.03958,25.91861,209.0396575633320,25.9187096360324,0.001,0.001,0,1450355965609917568,209.03919319901,0.0224,25.91868309534,0.0266,9.3114,0.0381,-97.004,0.057,-6.164,0.061,0,4.02808e+07,9.32370e+03,6.675619,2.41404e+07,2.28865e+04,6.894528,2.27966e+07,3.12246e+04,6.367244,0.527284,,,0,6835.00,,,3.02,17.992
0.384961,224.1179167,46.3622222,AC    Boo,CWW,:,EW,,10.0,0.62,0.55,V,0.3524,u,F8Vn,Simbad,224.11792,46.36222,224.1180688636565,46.3622424035609,0.001,0.001,0,1587269421243711872,224.11801737050,0.0192,46.36227482476,0.0187,6.3771,0.0228,-8.253,0.034,7.530,0.040,1,1.76378e+06,1.69099e+04,10.072252,9.37024e+05,2.94433e+04,10.422011,1.14813e+06,3.18297e+04,9.611940,0.810071,,,0,5834.00,0.3067,0.1603,1.28,1.707
0.443039,218.8033333,24.6391667,AD    Boo,DM,,EB,,9.8,0.6,0.1,b,1.0344,,G0,Simbad,218.80333,24.63917,218.8032470217453,24.6392615432298,0.002,0.002,0,1255014320341785216,218.80313985072,0.0461,24.63923543251,0.0644,5.1178,0.0726,-22.625,0.126,-6.064,0.157,0,3.69059e+06,2.06279e+03,9.270625,2.11920e+06,3.86414e+03,9.535959,2.29853e+06,3.81452e+03,8.858296,0.677663,,,0,6338.33,1.3510,0.6740,1.94,5.459
1.404765,204.6633333,24.1847222,AK    Boo,,,EW,,15.8,0.5,0.5,b,0.6934,,,Simbad,204.66333,24.18472,204.6629105595824,24.1847817874687,0.001,0.000,90,1444677469089072640,204.66282266899,0.0235,24.18480464432,0.0187,0.5532,0.0335,-18.622,0.053,5.309,0.030,1,1.49924e+04,1.17823e+02,15.248691,7.77153e+03,1.96345e+02,15.625122,1.09316e+04,2.21230e+02,14.665207,0.959915,,,0,5249.50,1.1990,0.5970,1.73,2.042
0.253902,219.2866667,35.9297222,BW    Boo,,,EA,,7.13,0.33,0.04,V,3.3328,,F0V,Simbad,219.28667,35.92972,219.2867511233827,35.9297395513357,0.001,0.001,0,1486194340959523584,219.28659283486,0.0324,35.92972876458,0.0400,6.9599,0.0534,-29.769,0.062,-2.505,0.083,1,2.75043e+07,9.16448e+03,7.089864,1.85995e+07,3.13220e+04,7.177638,1.29868e+07,3.21590e+04,6.978163,0.199474,,,0,8133.00,0.3900,0.2227,,
0.708044,218.7658333,9.1136111,CK    Boo,CWA,,EW,,8.99,0.27,0.24,V,0.3552,,F8,Simbad,218.76583,9.11361,218.7656644573109,9.1137154548545,0.002,0.002,90,1176145805821258368,218.76596767574,0.0752,9.11332728562,0.0687,8.1782,0.0931,69.536,0.142,-90.155,0.142,0,4.81130e+06,2.78468e+04,8.982710,2.67770e+06,5.04992e+04,9.281981,3.05016e+06,5.31378e+04,8.551112,0.730869,,,0,6105.50,0.4820,0.2390,1.50,2.800
0.616722,231.58125,36.9813889,CV    Boo,CB,,EA,,10.2,0.8,,b,,,,Simbad,231.58125,36.98139,231.5814020169837,36.9815097347035,0.001,0.001,0,1387290280744129152,231.58129207940,0.0180,36.98153282727,0.0215,3.9720,0.0238,-20.397,0.038,5.363,0.045,0,9.76626e+05,2.23778e+03,10.714046,5.22239e+05,3.65827e+03,11.056714,6.48726e+05,4.41123e+03,10.231767,0.824947,,,0,5627.30,0.7497,0.3790,1.65,2.471
0.628625,207.925,14.3016667,DN    Boo,,,EW,:,11.17,0.21,,Hp,,,,Simbad,207.925,14.30167,207.9251795709192,14.3016520890559,0.001,0.001,90,3728971527866756096,207.92517590417,0.0439,14.30167114911,0.0342,2.2430,0.0480,-0.825,0.085,4.427,0.071,0,6.99364e+05,5.16622e+03,11.076608,4.12416e+05,7.29084e+03,11.313049,4.11075e+05,7.05500e+03,10.727117,0.585933,,,0,6497.57,,,1.83,5.378
0.245813,215.57375,41.4505556,DU    Boo,CWA,:,EB,:,8.62,0.48,,Hp,,,,Simbad,215.57375,41.45056,215.5738213708094,41.4505980348153,0.001,0.001,0,1491982032729435520,215.57387627891,0.0213,41.45053817440,0.0239,2.7417,0.0320,9.559,0.040,-13.903,0.046,1,6.24779e+06,3.93706e+04,8.699050,4.05739e+06,7.54455e+04,8.830771,3.35390e+06,5.85973e+04,8.448046,0.382726,,,0,8029.00,,,,
0.139464,215.7070833,14.9388889,DV    Boo,,,EA,,7.6,0.24,,Hp,,,,Simbad,215.70708,14.93889,215.7070765192021,14.9389270821144,0.001,0.001,90,1228635253980613504,215.70696996556,0.0446,14.93890044929,0.0386,7.9871,0.0524,-23.911,0.082,-6.186,0.081,0,1.96827e+07,1.33758e+04,7.453152,1.20486e+07,3.53286e+04,7.649045,1.07168e+07,3.63933e+04,7.186753,0.462292,,,0,6951.01,0.9230,0.4467,2.39,11.967
0.273780,216.6975,8.3816667,DW    Boo,,,EB,:,7.4,0.07,,Hp,,,,Simbad,216.6975,8.38167,216.6974806682523,8.3817403057768,0.003,0.003,90,1175673256339448960,216.69749761368,0.1191,8.38174301974,0.0844,3.2087,0.1209,3.894,0.210,0.630,0.168,0,2.05692e+07,3.17901e+04,7.405320,1.47438e+07,6.93191e+04,7.429862,8.75091e+06,4.01841e+04,7.406786,0.023075,,,0,9461.25,0.4340,0.2237,,
0.483440,218.1270833,50.8280556,EF    Boo,CWW,,EW,,9.43,0.57,,Hp,,,,Simbad,218.12708,50.82806,218.1272449531375,50.8279683796625,0.001,0.001,0,1603817861516048640,218.12702207064,0.0215,50.82780145293,0.0233,6.1517,0.0279,-32.698,0.041,-38.770,0.045,0,3.29781e+06,2.97439e+04,9.392802,1.88526e+06,5.14875e+04,9.662962,2.02191e+06,5.68536e+04,8.997514,0.665448,,,0,6196.47,0.7387,0.3695,1.60,3.384
0.495959,222.1341667,24.7511111,EM    Boo,,,EA,,9.08,0.28,,Hp,,,,Simbad,222.13417,24.75111,222.1343054330170,24.7510553639112,0.026,0.024,0,1267204914996585856,222.13431837700,0.6518,24.75104099021,0.7152,2.7744,0.7991,2.730,1.563,-3.338,1.683,0,4.90354e+06,2.51769e+04,8.962091,2.77115e+06,4.60898e+04,9.244739,3.11166e+06,5.12683e+04,8.529440,0.715299,,,0,6382.00,,,,
0.377599,223.1075,17.9563889,EQ    Boo,,,,,8.89,0.07,,Hp,,,,Simbad,223.1075,17.95639,223.1075749329727,17.9564658437889,0.001,0.001,0,1236394851134784512,223.10744057046,0.0355,17.95641067055,0.0399,7.1183,0.0444,-29.687,0.076,-12.814,0.093,0,4.26916e+06,2.61421e+03,9.112510,2.89372e+06,1.22161e+05,9.197748,3.31753e+06,1.57153e+05,8.459882,0.737866,,,0,5823.33,,,1.79,3.318
1.115834,223.1075,17.9563889,EQ    Boo,,,,,8.89,0.07,,Hp,,,,Simbad,223.1075,17.95639,223.1071818771959,17.9564558925349,0.004,0.003,0,1236394851134784640,223.10703767364,0.0876,17.95641674601,0.1391,7.2656,0.1150,-31.861,0.187,-9.092,0.266,0,2.31427e+06,1.49933e+03,9.777330,2.15481e+06,2.04252e+05,9.517864,3.16877e+06,2.02480e+05,8.509692,1.008172,-40.05,1.14,3,5095.63,,,,
0.592288,224.8345833,46.8177778,ET    Boo,,,EB,,9.18,0.3,,Hp,,,,Simbad,224.83458,46.81778,224.8347933082970,46.8176977074239,0.029,0.029,0,1587395899441029760,224.83448540975,0.9378,46.81773696434,0.9439,12.1425,1.0601,-48.937,1.880,9.118,1.887,0,4.84087e+06,2.31988e+04,8.976057,2.63828e+06,3.82015e+04,9.298084,3.15793e+06,4.42151e+04,8.513414,0.784670,,,0,5910.00,0.0940,0.0440,1.08,1.287
0.405166,225.6920833,37.91,EW    Boo,,,EA,,10.31,0.38,,Hp,,,,Simbad,225.69208,37.91,225.6920812426154,37.9101125342981,0.001,0.001,0,1295254010673349888,225.69225235639,0.0210,37.91003383750,0.0246,2.2734,0.0318,31.356,0.042,-18.278,0.049,0,1.48810e+06,3.26600e+03,10.256784,1.01161e+06,5.11341e+03,10.338852,7.45441e+05,3.93227e+03,10.080887,0.257965,,,0,8816.00,0.4280,0.2083,,
1.991766,225.6920833,37.91,EW    Boo,,,EA,,10.31,0.38,,Hp,,,,Simbad,225.69208,37.91,225.6913870850770,37.9099338336772,0.002,0.001,0,1295253976312344704,225.69156211722,0.0401,37.90985112110,0.0697,1.9147,0.0628,32.074,0.073,-19.211,0.137,0,3.70990e+04,2.03897e+02,14.264960,3.11419e+04,1.44174e+03,14.118025,,,,,,,0,,,,,
0.444697,230.525,51.1819444,FI    Boo,CWW,,EW,:,9.6,0.1,,Hp,,,,Simbad,230.525,51.18194,230.5248584871675,51.1820303646283,0.001,0.001,0,1595631104093744256,230.52459443466,0.0187,51.18222412280,0.0209,8.2726,0.0212,-38.444,0.036,45.002,0.044,0,3.35059e+06,7.87956e+03,9.375563,1.72726e+06,1.30251e+04,9.757995,2.26867e+06,1.63913e+04,8.872490,0.885505,-37.99,4.57,4,5596.50,0.7410,0.3690,1.49,1.959
0.644941,235.7508333,43.2652778,FP    Boo,,,EW,,10.16,0.24,,Hp,,,,Simbad,235.75083,43.26528,235.7510476417592,43.2653657404469,0.001,0.001,0,1396430108588343936,235.75104576819,0.0199,43.26544942191,0.0239,2.7278,0.0249,-0.317,0.040,19.436,0.051,0,1.77599e+06,8.58627e+03,10.064765,1.04733e+06,1.54920e+04,10.301184,1.03533e+06,1.45060e+04,9.724220,0.576963,7.86,8.71,11,6515.00,,,2.39,9.233
0.936102,206.7158333,22.9541667,FY    Boo,,,EW,,13.1,0.7,,V,,,,Simbad,206.71583,22.95417,206.7158606287549,22.9539078921022,0.001,0.001,90,1251411121954162560,206.71579025315,0.0164,22.95394860570,0.0173,3.8892,0.0242,-15.051,0.043,9.456,0.037,0,1.14784e+05,1.01947e+03,13.038663,5.14979e+04,1.41132e+03,13.571915,9.10095e+04,2.31734e+03,12.364203,1.207711,,,0,4928.34,0.4253,0.1680,0.80,0.336
0.280755,213.7145833,27.5711111,GH    Boo,,,EW,,11.9,0.4,,V,,,,Simbad,213.71458,27.57111,213.7146027572468,27.5710350435565,0.001,0.001,0,1260453539940689152,213.71453842803,0.0198,27.57100863423,0.0283,1.2325,0.0339,-13.244,0.052,-6.134,0.062,0,4.00430e+05,2.13175e+03,11.682049,2.50439e+05,3.88415e+03,11.854631,2.34298e+05,3.65006e+03,11.337500,0.517132,,,0,7052.00,0.8117,0.4520,2.14,10.244
0.427429,219.3470833,38.0783333,GI    Boo,,,EA,,11.3,0.5,,V,,,,Simbad,219.34708,38.07833,219.3472146730894,38.0782749672804,0.002,0.001,0,1486717669838290944,219.34709648910,0.0355,38.07831673226,0.0484,1.5635,0.0591,-21.607,0.075,9.700,0.101,0,7.03874e+05,2.51964e+03,11.069628,4.91684e+05,5.82749e+03,11.122172,3.97346e+05,6.33767e+03,10.763997,0.358175,,,0,8366.00,,,,
1.523270,219.3470833,38.0783333,GI    Boo,,,EA,,11.3,0.5,,V,,,,Simbad,219.34708,38.07833,219.3476197742823,38.0783598689990,0.003,0.001,0,1486717674134155136,219.34749841897,0.0432,38.07840642650,0.0716,1.4355,0.0862,-22.187,0.086,10.813,0.163,0,1.13518e+05,3.32684e+02,13.050701,,,,,,,,,,0,,,,,
0.282793,219.58625,36.5402778,GK    Boo,,,EA,,10.3,0.5,,V,,,,Simbad,219.58625,36.54028,219.5862304573906,36.5403547683250,0.001,0.000,0,1486248285748866688,219.58642158894,0.0147,36.54034353464,0.0193,7.9201,0.0246,35.666,0.028,-2.609,0.041,0,1.14346e+06,1.95457e+03,10.542814,5.41829e+05,4.13653e+03,11.016733,8.43712e+05,6.30772e+03,9.946435,1.070298,,,0,5072.00,0.5792,0.2887,1.15,0.783
0.231664,220.02375,26.5672222,GL    Boo,,,EA,,10.8,0.4,,V,,,,Simbad,220.02375,26.56722,220.0236891204009,26.5672564946479,0.002,0.001,0,1279490862221077376,220.02372498263,0.0282,26.56716184748,0.0449,1.6412,0.0471,7.450,0.079,-21.983,0.116,0,1.02761e+06,8.28137e+03,10.658790,4.95070e+05,1.12834e+04,11.114722,7.63463e+05,1.76998e+04,10.054950,1.059773,-27.88,8.86,5,5133.21,,,5.09,16.206
1.386987,221.8608333,22.7541667,GM    Boo,,,EW,,11.84,0.38,,*,,,,Simbad,221.86083,22.75417,221.8604346127553,22.7540515340354,0.001,0.001,0,1265609184323466240,221.86027326294,0.0210,22.75408055921,0.0328,2.1406,0.0394,-34.558,0.069,6.741,0.075,0,3.22367e+05,1.91895e+03,11.917490,1.85234e+05,3.44034e+03,12.182089,2.01755e+05,3.64336e+03,11.499857,0.682232,,,0,6358.50,0.3062,0.1577,1.36,2.725
0.620737,222.5325,29.6497222,GN    Boo,,,EW,,10.75,0.6,,*,,,,Simbad,222.5325,29.64972,222.5323669167991,29.6495943164601,0.002,0.001,0,1281813576239417472,222.53234790636,0.0243,29.64977617725,0.0408,7.1362,0.0480,-3.837,0.064,42.239,0.110,1,8.49567e+05,6.79946e+03,10.865372,4.19500e+05,1.08267e+04,11.294558,6.18729e+05,1.44433e+04,10.283170,1.011388,,,0,5324.00,0.2520,0.1270,0.97,0.688
0.598434,223.3020833,28.7058333,GO    Boo,,,EA,,12.0,0.4,,V,,,,Simbad,223.30208,28.70583,223.3020217815235,28.7059905308588,0.001,0.001,0,1281477095617223040,223.30200717218,0.0222,28.70598507297,0.0296,0.8259,0.0397,-2.976,0.056,-1.268,0.078,0,4.26837e+05,8.11155e+02,11.612710,2.93887e+05,5.59862e+02,11.680939,2.10364e+05,1.29922e+03,11.454493,0.226446,,,0,8788.00,,,,
0.625693,224.37875,24.0475,GP    Boo,,,EB,,11.1,0.3,,V,,,,Simbad,224.37875,24.0475,224.3788815740287,24.0476255810180,0.001,0.001,0,1266215908583543040,224.37898819406,0.0231,24.04755164408,0.0267,1.9448,0.0396,22.614,0.068,-17.172,0.083,0,1.02753e+06,4.41504e+03,10.658881,6.62801e+05,3.98056e+03,10.797930,5.56670e+05,3.48167e+03,10.397924,0.400005,,,0,8063.00,0.7550,0.3760,,
0.456674,224.9029167,25.0458333,GQ    Boo,,,EW,,12.63,0.44,,*,,,,Simbad,224.90292,25.04583,224.9027815948584,25.0457999856994,0.001,0.001,0,1267794085726468480,224.90265576944,0.0213,25.04581630025,0.0295,1.5823,0.0391,-26.476,0.057,3.789,0.081,0,1.48461e+05,8.73279e+02,12.759337,7.92485e+04,1.40307e+03,13.103911,9.94635e+04,1.68039e+03,12.267761,0.836150,,,0,5767.67,0.8760,0.4350,1.53,2.343
0.238632,224.9770833,25.9094444,GR    Boo,,,EW,,11.45,0.45,,*,,,,Simbad,224.97708,25.90944,224.9771480674359,25.9094127774457,0.001,0.001,90,1267903865090637568,224.97714806744,0.5620,25.90941277745,0.5492,,,,,,,1,5.35134e+05,4.62175e+03,11.367209,2.84374e+05,7.70226e+03,11.716662,3.83861e+05,9.89074e+03,10.801486,0.915176,,,0,5333.10,,,,
0.114222,225.1233333,33.6727778,GS    Boo,,,EA,,11.4,0.6,,V,,,,Simbad,225.12333,33.67278,225.1233378794834,33.6728092985776,0.000,0.000,0,1289826718200130688,225.12320807898,0.0122,33.67276154489,0.0168,2.2812,0.0214,-25.089,0.024,-11.091,0.032,0,7.04946e+05,8.97641e+02,11.067975,4.17438e+05,8.42954e+02,11.299907,4.19227e+05,1.42996e+03,10.705796,0.594111,-39.52,7.52,19,6636.60,0.8517,0.4147,1.73,5.239
1.108305,229.3608333,38.2266667,GT    Boo,,,EB,,12.1,0.3,,V,,,,Simbad,229.36083,38.22667,229.3612248853677,38.2266544176643,0.001,0.000,0,1388350484830805248,229.36117603237,0.0136,38.22665683014,0.0201,1.4604,0.0206,-8.913,0.029,0.560,0.045,0,3.53789e+05,1.38016e+03,11.816505,2.22464e+05,2.72452e+03,11.983237,1.99688e+05,2.52463e+03,11.511040,0.472198,,,0,7777.75,,,1.42,6.663
0.985140,225.9470833,47.6541667,i     Boo,CWW,,EW,,5.8,0.6,0.49,V,0.2678,i,G2V+G2V,Simbad,225.94708,47.65417,225.9467901669607,47.6539772391099,0.031,0.031,0,1588936345294751872,225.94466769529,1.0167,47.65435335567,1.0545,77.2460,1.2028,-332.062,1.972,87.352,2.018,0,1.96597e+08,2.50471e+06,4.954426,1.41008e+08,2.60849e+06,4.978278,1.74094e+08,6.43631e+06,4.159961,0.818317,-31.20,0.91,6,5247.97,,,,
0.459427,72.59,-45.7805556,W     Cae,,,EA,,10.0,0.8,,b,6.9788,,G0,Simbad,72.59,-45.78056,72.5898202224154,-45.7805794070624,0.001,0.001,0,4787243704301393792,72.58987724319,0.0191,-45.78043060478,0.0210,2.7290,0.0226,9.236,0.036,34.561,0.047,0,2.91561e+06,4.94130e+03,9.526544,1.44384e+06,6.94104e+03,9.952588,2.08068e+06,1.00956e+04,8.966405,0.986183,,,0,5231.20,,,4.92,16.359
1.126991,65.2729167,-48.6522222,RR    Cae,,,EA,,14.88,3.3,,B,,,,Simbad,65.27292,-48.65222,65.2731799874237,-48.6519619142738,0.001,0.001,0,4788741548375134336,65.27337564382,0.0199,-48.65426012140,0.0259,47.1596,0.0243,30.021,0.042,-533.777,0.063,0,6.49102e+04,3.21900e+01,13.657582,2.19824e+04,5.69176e+01,14.496199,7.07848e+04,1.19729e+02,12.637071,1.859128,,,0,4134.30,,,,
0.337636,66.41125,-38.0594444,RT    Cae,,,EW,:,10.0,0.21,,Hp,,,,Simbad,66.41125,-38.05944,66.4113597141648,-38.0594809191285,0.001,0.001,0,4865477839267805952,66.41152440530,0.0238,-38.05937105205,0.0292,2.8290,0.0320,30.118,0.049,25.518,0.058,0,2.14458e+06,7.44238e+03,9.860010,1.25291e+06,1.35206e+04,10.106588,1.26469e+06,1.40279e+04,9.506957,0.599631,66.03,8.75,4,6513.59,,,2.53,10.365
0.529307,68.25625,-38.2833333,RZ    Cae,,,EA,:,7.68,0.14,,Hp,,,,Simbad,68.25625,-38.28333,68.2564358829149,-38.2833514113404,0.001,0.001,0,4864852320230775552,68.25656934195,0.0247,-38.28324253711,0.0277,5.9292,0.0309,24.331,0.051,25.287,0.059,1,1.45792e+07,5.74089e+03,7.779030,9.60583e+06,1.50501e+04,7.895052,7.20661e+06,1.54581e+04,7.617592,0.277460,,,0,7947.33,0.6400,0.3268,2.17,16.919
0.091771,115.2958333,76.0738889,Y     Cam,S,,EA,,10.5,1.74,0.1,V,3.3056,i,A8V,Simbad,115.29583,76.07389,115.2958520519569,76.0739139893763,0.001,0.001,0,1136680382131779584,115.29591589280,0.0214,76.07388785018,0.0311,1.1773,0.0308,3.569,0.046,-6.071,0.058,0,1.19829e+06,4.70247e+03,10.491962,7.54815e+05,9.25121e+03,10.656786,6.48393e+05,8.04623e+03,10.232324,0.424462,,,0,7376.33,1.1923,0.5830,3.57,33.926
